date,daily_funding_pct,z60,expanding_p95,fires_next_day
2019-12-18,-0.051135,-1.9099,,0
2019-12-19,0.030000,0.1821,,0
2019-12-20,0.006607,-0.4105,,0
2019-12-21,0.019763,-0.0673,,0
2019-12-22,0.021570,-0.0171,,0
2019-12-23,0.030000,0.1939,,0
2019-12-24,0.030000,0.1836,,0
2019-12-25,0.026107,0.0959,,0
2019-12-26,0.017146,-0.1276,,0
2019-12-27,-0.011853,-0.9144,,0
2019-12-28,-0.009792,-0.8498,,0
2019-12-29,-0.021977,-1.2425,,0
2019-12-30,-0.029578,-1.4942,,0
2019-12-31,-0.011517,-0.8371,,0
2020-01-01,-0.034406,-1.6044,,0
2020-01-02,0.013766,0.1344,,0
2020-01-03,0.006783,-0.1037,,0
2020-01-04,0.017471,0.2918,,0
2020-01-05,0.030000,0.7509,,0
2020-01-06,0.030000,0.7958,,0
2020-01-07,0.030000,0.7984,,0
2020-01-08,0.032514,0.8901,,0
2020-01-09,0.030000,0.7958,,0
2020-01-10,0.030000,0.7958,,0
2020-01-11,0.037846,1.0803,,0
2020-01-12,0.030000,0.7645,,0
2020-01-13,0.030000,0.7645,,0
2020-01-14,0.045900,1.3325,,0
2020-01-15,0.078889,2.4009,,0
2020-01-16,0.082657,2.3861,,0
2020-01-17,0.081776,2.2329,,0
2020-01-18,0.071263,1.8236,,0
2020-01-19,0.151837,3.7388,,0
2020-01-20,0.050484,0.9540,,0
2020-01-21,0.043222,0.7325,,0
2020-01-22,0.041392,0.6594,,0
2020-01-23,0.072304,1.4706,,0
2020-01-24,0.114791,2.4573,,0
2020-01-25,0.030000,0.1998,,0
2020-01-26,0.030000,0.1770,,0
2020-01-27,0.030000,0.1770,,0
2020-01-28,0.133083,2.8699,,0
2020-01-29,0.224211,4.3017,,0
2020-01-30,0.083329,1.1636,,0
2020-01-31,0.170563,2.7996,,0
2020-02-01,0.189710,2.8970,,0
2020-02-02,0.128703,1.6761,,0
2020-02-03,0.106539,1.2247,,0
2020-02-04,0.191924,2.5730,,0
2020-02-05,0.072631,0.5070,,0
2020-02-06,0.297988,3.7460,,0
2020-02-07,0.089960,0.6174,,0
2020-02-08,0.202088,2.1569,,0
2020-02-09,0.238271,2.4849,,0
2020-02-10,0.329673,3.3076,,0
2020-02-11,0.158906,1.1664,,0
2020-02-12,0.511939,4.4183,,0
2020-02-13,0.248370,1.6915,,0
2020-02-14,0.193725,1.1158,,0
2020-02-15,0.243342,1.5405,,0
2020-02-16,0.149022,0.6007,,0
2020-02-17,0.195215,1.0206,,0
2020-02-18,0.070581,-0.2065,,0
2020-02-19,0.125640,0.3172,,0
2020-02-20,0.030000,-0.6258,,0
2020-02-21,0.030000,-0.6258,,0
2020-02-22,0.032243,-0.6042,,0
2020-02-23,0.133981,0.3813,,0
2020-02-24,0.073361,-0.2278,,0
2020-02-25,0.106701,0.0843,,0
2020-02-26,0.125460,0.2522,,0
2020-02-27,0.037363,-0.6557,,0
2020-02-28,0.045263,-0.5952,,0
2020-02-29,0.184047,0.8126,,0
2020-03-01,0.108283,-0.0014,,0
2020-03-02,0.038720,-0.7471,,0
2020-03-03,0.030000,-0.8476,,0
2020-03-04,0.044328,-0.7020,,0
2020-03-05,0.053002,-0.6148,,0
2020-03-06,0.077838,-0.3576,,0
2020-03-07,0.104276,-0.0852,,0
2020-03-08,0.147353,0.3657,,0
2020-03-09,0.030000,-0.9211,,0
2020-03-10,0.030000,-0.9211,,0
2020-03-11,0.042898,-0.7812,,0
2020-03-12,0.005423,-1.1822,,0
2020-03-13,-0.381451,-4.3895,,0
2020-03-14,-0.131692,-2.0451,,0
2020-03-15,-0.150891,-2.0953,,0
2020-03-16,-0.155513,-2.0255,,0
2020-03-17,-0.038084,-1.0538,,0
2020-03-18,-0.083608,-1.3738,,0
2020-03-19,-0.064135,-1.1806,,0
2020-03-20,-0.006640,-0.7239,,0
2020-03-21,-0.004145,-0.6963,,0
2020-03-22,0.007382,-0.6017,,0
2020-03-23,-0.023091,-0.8193,,0
2020-03-24,0.030000,-0.4019,,0
2020-03-25,0.029771,-0.4036,,0
2020-03-26,0.009979,-0.5517,,0
2020-03-27,0.013209,-0.5244,,0
2020-03-28,-0.075116,-1.1595,,0
2020-03-29,-0.078015,-1.1424,,0
2020-03-30,-0.105109,-1.3036,,0
2020-03-31,-0.036856,-0.7704,,0
2020-04-01,-0.092900,-1.1469,,0
2020-04-02,-0.006633,-0.4921,,0
2020-04-03,0.019126,-0.2908,,0
2020-04-04,0.004069,-0.3818,,0
2020-04-05,0.003562,-0.3766,,0
2020-04-06,-0.005453,-0.4175,,0
2020-04-07,-0.014667,-0.4742,,0
2020-04-08,0.013914,-0.2344,,0
2020-04-09,-0.008859,-0.3858,,0
2020-04-10,0.014997,-0.1639,,0
2020-04-11,0.030000,-0.0224,,0
2020-04-12,0.028453,0.0374,,0
2020-04-13,-0.015199,-0.3618,,0
2020-04-14,-0.015818,-0.3415,,0
2020-04-15,-0.014508,-0.2973,,0
2020-04-16,-0.046654,-0.6262,,0
2020-04-17,0.002500,-0.0406,,0
2020-04-18,-0.039919,-0.5150,,0
2020-04-19,-0.016594,-0.2184,,0
2020-04-20,-0.008946,-0.1198,,0
2020-04-21,-0.006719,-0.0861,,0
2020-04-22,-0.045309,-0.5298,,0
2020-04-23,-0.027831,-0.2962,,0
2020-04-24,0.030000,0.4186,,0
2020-04-25,0.030000,0.4406,,0
2020-04-26,0.027493,0.4392,,0
2020-04-27,0.030000,0.4729,,0
2020-04-28,0.030000,0.4771,,0
2020-04-29,0.030000,0.5367,,0
2020-04-30,0.120725,1.7410,,0
2020-05-01,0.052485,0.8262,,0
2020-05-02,0.030144,0.5290,,0
2020-05-03,0.044972,0.7260,,0
2020-05-04,0.031925,0.5590,,0
2020-05-05,0.030000,0.5491,,0
2020-05-06,0.055981,0.9225,,0
2020-05-07,0.030000,0.6180,,0
2020-05-08,0.103300,1.6098,,0
2020-05-09,0.175871,2.4558,,0
2020-05-10,0.062326,0.9469,,0
2020-05-11,0.030000,0.5146,,0
2020-05-12,0.030000,0.5525,,0
2020-05-13,0.030000,0.5280,,0
2020-05-14,0.030000,0.5060,,0
2020-05-15,0.024400,0.3725,,0
2020-05-16,0.030000,0.4677,,0
2020-05-17,0.013014,0.0826,,0
2020-05-18,0.013360,0.0637,,0
2020-05-19,0.027892,0.3707,,0
2020-05-20,0.030000,0.4044,,0
2020-05-21,0.007782,-0.0844,,0
2020-05-22,-0.000679,-0.2799,,0
2020-05-23,0.003850,-0.1704,,0
2020-05-24,0.024641,0.2915,,0
2020-05-25,-0.001728,-0.2875,,0
2020-05-26,0.014564,0.0722,,0
2020-05-27,-0.001921,-0.3295,,0
2020-05-28,-0.019415,-0.7762,,0
2020-05-29,0.003891,-0.2894,,0
2020-05-30,0.030000,0.3489,,0
2020-05-31,0.030000,0.3185,,0
2020-06-01,0.008027,-0.2964,,0
2020-06-02,0.122790,2.6590,,0
2020-06-03,0.028646,0.2027,,0
2020-06-04,0.030000,0.2267,,0
2020-06-05,0.030000,0.2121,,0
2020-06-06,0.030000,0.1941,,0
2020-06-07,0.030000,0.1871,,0
2020-06-08,0.030000,0.1710,,0
2020-06-09,0.030000,0.1644,,0
2020-06-10,0.030000,0.1644,,0
2020-06-11,0.030000,0.1637,,0
2020-06-12,0.015898,-0.2258,,0
2020-06-13,0.015275,-0.2587,,0
2020-06-14,0.027102,0.0422,,0
2020-06-15,-0.012362,-1.0752,,0
2020-06-16,0.004785,-0.5976,,0
2020-06-17,0.006954,-0.5744,,0
2020-06-18,-0.013970,-1.1788,,0
2020-06-19,0.011783,-0.4509,,0
2020-06-20,0.021186,-0.1933,,0
2020-06-21,0.005653,-0.6974,,0
2020-06-22,0.026784,-0.0863,,0
2020-06-23,0.032215,0.0816,,0
2020-06-24,0.031286,0.0520,,0
2020-06-25,0.030000,0.0107,,0
2020-06-26,0.029401,-0.0077,,0
2020-06-27,0.030000,0.0110,,0
2020-06-28,0.024867,-0.1461,,0
2020-06-29,0.030000,0.0654,,0
2020-06-30,0.030000,0.0784,,0
2020-07-01,0.030000,0.0785,,0
2020-07-02,0.030000,0.0872,,0
2020-07-03,0.030000,0.0883,,0
2020-07-04,0.030000,0.0883,,0
2020-07-05,0.030000,0.1037,,0
2020-07-06,0.030000,0.1037,,0
2020-07-07,0.030000,0.1547,,0
2020-07-08,0.030000,0.3471,,0
2020-07-09,0.030000,0.3885,,0
2020-07-10,0.030000,0.3885,,0
2020-07-11,0.030000,0.3885,,0
2020-07-12,0.030000,0.3885,,0
2020-07-13,0.030000,0.3885,,0
2020-07-14,0.030000,0.3830,,0
2020-07-15,0.030000,0.3830,,0
2020-07-16,0.030000,0.3683,,0
2020-07-17,0.030000,0.3539,,0
2020-07-18,0.030000,0.3518,,0
2020-07-19,0.030000,0.3518,,0
2020-07-20,0.030000,0.3336,,0
2020-07-21,0.030000,0.3104,,0
2020-07-22,0.030000,0.2895,,0
2020-07-23,0.030000,0.2844,,0
2020-07-24,0.030000,0.2598,,0
2020-07-25,0.030000,0.2460,,0
2020-07-26,0.085437,3.0807,,0
2020-07-27,0.186019,5.7239,,0
2020-07-28,0.359112,6.4273,,0
2020-07-29,0.213685,3.1577,,0
2020-07-30,0.203262,2.7242,,0
2020-07-31,0.159718,1.8888,,0
2020-08-01,0.107691,1.0420,2.6883,0
2020-08-02,0.162749,1.8586,2.6851,0
2020-08-03,0.115510,1.0679,2.6818,0
2020-08-04,0.100377,0.8047,2.6785,0
2020-08-05,0.052555,0.0423,2.6753,0
2020-08-06,0.113662,0.9803,2.6720,0
2020-08-07,0.076842,0.3893,2.6688,0
2020-08-08,0.030000,-0.3465,2.6655,0
2020-08-09,0.045640,-0.1050,2.6622,0
2020-08-10,0.172116,1.7962,2.6590,0
2020-08-11,0.095924,0.6102,2.6547,0
2020-08-12,0.030000,-0.4025,2.6504,0
2020-08-13,0.030000,-0.4033,2.6461,0
2020-08-14,0.089069,0.4798,2.6418,0
2020-08-15,0.068554,0.1474,2.6375,0
2020-08-16,0.095941,0.5514,2.6332,0
2020-08-17,0.151908,1.3738,2.6289,0
2020-08-18,0.298267,3.2467,2.6981,1
2020-08-19,0.156268,1.2014,2.6949,0
2020-08-20,0.054060,-0.2405,2.6916,0
2020-08-21,0.030000,-0.5802,2.6883,0
2020-08-22,0.030000,-0.5795,2.6851,0
2020-08-23,0.030000,-0.5791,2.6818,0
2020-08-24,0.030000,-0.5791,2.6785,0
2020-08-25,0.062580,-0.1287,2.6753,0
2020-08-26,0.046354,-0.3622,2.6720,0
2020-08-27,0.030000,-0.5951,2.6688,0
2020-08-28,0.030000,-0.5951,2.6655,0
2020-08-29,0.030000,-0.5951,2.6622,0
2020-08-30,0.030000,-0.5951,2.6590,0
2020-08-31,0.035461,-0.5195,2.6547,0
2020-09-01,0.079821,0.0972,2.6504,0
2020-09-02,0.113007,0.5493,2.6461,0
2020-09-03,0.062931,-0.1708,2.6418,0
2020-09-04,0.030000,-0.6403,2.6375,0
2020-09-05,0.030000,-0.6403,2.6332,0
2020-09-06,0.030000,-0.6403,2.6289,0
2020-09-07,0.030000,-0.6403,2.6246,0
2020-09-08,0.030000,-0.6403,2.6203,0
2020-09-09,0.030000,-0.6403,2.6160,0
2020-09-10,0.030000,-0.6403,2.6117,0
2020-09-11,0.030000,-0.6403,2.6074,0
2020-09-12,0.030000,-0.6403,2.6031,0
2020-09-13,0.030000,-0.6403,2.5988,0
2020-09-14,0.020868,-0.7672,2.5945,0
2020-09-15,-0.030222,-1.4579,2.5902,0
2020-09-16,-0.015867,-1.2335,2.5859,0
2020-09-17,0.002492,-0.9674,2.5816,0
2020-09-18,0.019971,-0.7225,2.5773,0
2020-09-19,-0.028279,-1.3566,2.5730,0
2020-09-20,-0.024299,-1.2754,2.5686,0
2020-09-21,-0.009577,-1.0607,2.5642,0
2020-09-22,0.030000,-0.5320,2.5598,0
2020-09-23,-0.003789,-0.9703,2.5554,0
2020-09-24,0.011990,-0.7412,2.5510,0
2020-09-25,-0.010677,-1.0102,2.5466,0
2020-09-26,0.030000,-0.4573,2.5422,0
2020-09-27,0.030000,-0.4310,2.5378,0
2020-09-28,0.030000,-0.4039,2.5334,0
2020-09-29,0.030000,-0.3772,2.5290,0
2020-09-30,0.030000,-0.3569,2.5246,0
2020-10-01,0.027412,-0.3760,2.5202,0
2020-10-02,0.008085,-0.7091,2.5157,0
2020-10-03,0.029749,-0.2823,2.5113,0
2020-10-04,0.002139,-0.7855,2.5069,0
2020-10-05,-0.019436,-1.1546,2.5025,0
2020-10-06,-0.001502,-0.7893,2.4981,0
2020-10-07,0.001206,-0.7260,2.4937,0
2020-10-08,0.014797,-0.4599,2.4893,0
2020-10-09,0.026128,-0.2131,2.4849,0
2020-10-10,0.030000,-0.1157,2.4835,0
2020-10-11,0.030000,-0.1157,2.4821,0
2020-10-12,0.030000,-0.1157,2.4808,0
2020-10-13,0.030000,-0.0969,2.4794,0
2020-10-14,0.030000,-0.0842,2.4780,0
2020-10-15,0.030000,-0.0626,2.4766,0
2020-10-16,0.030000,-0.0218,2.4752,0
2020-10-17,0.030000,0.1180,2.4739,0
2020-10-18,0.030000,0.2323,2.4725,0
2020-10-19,0.030000,0.2522,2.4711,0
2020-10-20,0.023742,-0.0074,2.4697,0
2020-10-21,0.019778,-0.1676,2.4683,0
2020-10-22,0.030000,0.2640,2.4669,0
2020-10-23,0.030000,0.2640,2.4656,0
2020-10-24,0.030000,0.2936,2.4642,0
2020-10-25,0.030000,0.3078,2.4628,0
2020-10-26,0.030000,0.3078,2.4614,0
2020-10-27,0.025401,0.1109,2.4600,0
2020-10-28,0.023725,0.0425,2.4587,0
2020-10-29,-0.037247,-2.4352,2.4573,0
2020-10-30,-0.029650,-2.0083,2.4572,0
2020-10-31,-0.032355,-2.0679,2.4571,0
2020-11-01,-0.015525,-1.4735,2.4571,0
2020-11-02,0.013323,-0.1141,2.4570,0
2020-11-03,-0.026112,-1.9029,2.4569,0
2020-11-04,-0.034255,-2.1506,2.4568,0
2020-11-05,0.030000,0.7310,2.4568,0
2020-11-06,0.067605,2.2894,2.4567,0
2020-11-07,0.098752,3.2493,2.4725,1
2020-11-08,0.030000,0.5668,2.4711,0
2020-11-09,0.030000,0.5668,2.4697,0
2020-11-10,0.030000,0.5668,2.4683,0
2020-11-11,0.030000,0.5668,2.4669,0
2020-11-12,0.030000,0.5668,2.4656,0
2020-11-13,0.030000,0.5596,2.4642,0
2020-11-14,0.024277,0.3098,2.4628,0
2020-11-15,0.030000,0.5145,2.4614,0
2020-11-16,0.030000,0.4964,2.4600,0
2020-11-17,0.030000,0.4887,2.4587,0
2020-11-18,0.100196,3.0626,2.4849,1
2020-11-19,0.087222,2.4266,2.4835,0
2020-11-20,0.114914,3.1193,2.5642,1
2020-11-21,0.079438,1.8202,2.5598,0
2020-11-22,0.233885,5.1096,2.6418,1
2020-11-23,0.285749,4.8535,2.7079,1
2020-11-24,0.192343,2.8001,2.7770,1
2020-11-25,0.197606,2.6651,2.7732,0
2020-11-26,0.077340,0.6223,2.7694,0
2020-11-27,0.030773,-0.1605,2.7656,0
2020-11-28,0.030000,-0.1735,2.7619,0
2020-11-29,0.030000,-0.1735,2.7581,0
2020-11-30,0.049481,0.1477,2.7543,0
2020-12-01,0.100762,0.9782,2.7506,0
2020-12-02,0.030000,-0.2046,2.7468,0
2020-12-03,0.045455,0.0418,2.7430,0
2020-12-04,0.032703,-0.1885,2.7393,0
2020-12-05,0.030000,-0.2443,2.7355,0
2020-12-06,0.030000,-0.2535,2.7317,0
2020-12-07,0.030000,-0.2582,2.7280,0
2020-12-08,0.030000,-0.2594,2.7242,0
2020-12-09,0.030000,-0.2594,2.7213,0
2020-12-10,0.030000,-0.2594,2.7183,0
2020-12-11,0.030000,-0.2594,2.7153,0
2020-12-12,0.012179,-0.5582,2.7124,0
2020-12-13,0.030000,-0.2538,2.7094,0
2020-12-14,0.030000,-0.2538,2.7065,0
2020-12-15,0.030000,-0.2538,2.7035,0
2020-12-16,0.066054,0.3516,2.7006,0
2020-12-17,0.085973,0.6735,2.6976,0
2020-12-18,0.127112,1.3264,2.6946,0
2020-12-19,0.118576,1.1452,2.6917,0
2020-12-20,0.154610,1.6682,2.6887,0
2020-12-21,0.095785,0.6934,2.6858,0
2020-12-22,0.039956,-0.2129,2.6828,0
2020-12-23,0.031524,-0.3499,2.6799,0
2020-12-24,0.047216,-0.1005,2.6769,0
2020-12-25,0.063433,0.1536,2.6739,0
2020-12-26,0.036965,-0.2795,2.6710,0
2020-12-27,0.116572,0.9829,2.6680,0
2020-12-28,0.150874,1.4868,2.6651,0
2020-12-29,0.126537,1.0602,2.6648,0
2020-12-30,0.188695,1.9835,2.6645,0
2020-12-31,0.150381,1.3232,2.6642,0
2021-01-01,0.083546,0.2337,2.6639,0
2021-01-02,0.145622,1.1993,2.6636,0
2021-01-03,0.393808,4.3280,2.7065,1
2021-01-04,0.456745,4.2468,2.7732,1
2021-01-05,0.198408,1.2447,2.7694,0
2021-01-06,0.486454,3.8295,2.7999,1
2021-01-07,0.342901,2.2744,2.7998,0
2021-01-08,0.437453,2.8775,2.8315,1
2021-01-09,0.276814,1.4237,2.8280,0
2021-01-10,0.319224,1.7089,2.8245,0
2021-01-11,0.221483,0.8595,2.8210,0
2021-01-12,0.139326,0.1562,2.8175,0
2021-01-13,0.107888,-0.1209,2.8141,0
2021-01-14,0.219461,0.7971,2.8106,0
2021-01-15,0.238296,0.9255,2.8071,0
2021-01-16,0.111069,-0.1622,2.8036,0
2021-01-17,0.073385,-0.4781,2.8001,0
2021-01-18,0.208246,0.6480,2.8001,0
2021-01-19,0.360227,1.8442,2.8001,0
2021-01-20,0.122627,-0.1144,2.8000,0
2021-01-21,0.117024,-0.1453,2.8000,0
2021-01-22,0.030000,-0.8366,2.8000,0
2021-01-23,0.032182,-0.7936,2.7999,0
2021-01-24,0.065756,-0.4966,2.7999,0
2021-01-25,0.104667,-0.1769,2.7999,0
2021-01-26,0.033506,-0.7702,2.7999,0
2021-01-27,0.030000,-0.7994,2.7998,0
2021-01-28,0.042262,-0.6999,2.7998,0
2021-01-29,0.241592,0.9326,2.7998,0
2021-01-30,0.124836,-0.0409,2.7997,0
2021-01-31,0.145295,0.1139,2.7997,0
2021-02-01,0.118341,-0.1222,2.7997,0
2021-02-02,0.203246,0.5689,2.7997,0
2021-02-03,0.233389,0.7954,2.7996,0
2021-02-04,0.165285,0.2031,2.7996,0
2021-02-05,0.230627,0.7323,2.7996,0
2021-02-06,0.206980,0.5086,2.7996,0
2021-02-07,0.326873,1.4790,2.7958,0
2021-02-08,0.366147,1.7347,2.7920,0
2021-02-09,0.478857,2.4934,2.7883,0
2021-02-10,0.412060,1.8741,2.7845,0
2021-02-11,0.333922,1.2208,2.7807,0
2021-02-12,0.359935,1.3740,2.7770,0
2021-02-13,0.357554,1.3096,2.7732,0
2021-02-14,0.380722,1.4336,2.7694,0
2021-02-15,0.226610,0.2360,2.7656,0
2021-02-16,0.364964,1.2570,2.7619,0
2021-02-17,0.344614,1.0662,2.7581,0
2021-02-18,0.412394,1.5174,2.7543,0
2021-02-19,0.304572,0.6924,2.7506,0
2021-02-20,0.395318,1.3219,2.7468,0
2021-02-21,0.325199,0.7734,2.7430,0
2021-02-22,0.286695,0.4601,2.7393,0
2021-02-23,0.067848,-1.2084,2.7355,0
2021-02-24,0.099080,-0.9879,2.7317,0
2021-02-25,0.070006,-1.1982,2.7280,0
2021-02-26,0.030000,-1.4653,2.7242,0
2021-02-27,0.084772,-1.0427,2.7213,0
2021-02-28,0.057706,-1.2142,2.7183,0
2021-03-01,0.036921,-1.3363,2.7153,0
2021-03-02,0.030000,-1.3696,2.7124,0
2021-03-03,0.065078,-1.0967,2.7094,0
2021-03-04,0.030000,-1.3042,2.7065,0
2021-03-05,0.030000,-1.2700,2.7035,0
2021-03-06,0.030000,-1.2331,2.7006,0
2021-03-07,0.037606,-1.1542,2.6976,0
2021-03-08,0.044757,-1.0655,2.6946,0
2021-03-09,0.171433,-0.1012,2.6917,0
2021-03-10,0.129845,-0.3998,2.6887,0
2021-03-11,0.280675,0.7581,2.6858,0
2021-03-12,0.220348,0.2964,2.6828,0
2021-03-13,0.165515,-0.1268,2.6799,0
2021-03-14,0.281490,0.7382,2.6769,0
2021-03-15,0.202996,0.1401,2.6739,0
2021-03-16,0.099108,-0.6357,2.6710,0
2021-03-17,0.079176,-0.7817,2.6680,0
2021-03-18,0.092071,-0.6871,2.6651,0
2021-03-19,0.078153,-0.7730,2.6648,0
2021-03-20,0.142668,-0.2598,2.6645,0
2021-03-21,0.083741,-0.7073,2.6642,0
2021-03-22,0.146458,-0.2290,2.6639,0
2021-03-23,0.093074,-0.6530,2.6636,0
2021-03-24,0.096443,-0.6399,2.6632,0
2021-03-25,0.031828,-1.1354,2.6629,0
2021-03-26,0.036000,-1.0859,2.6626,0
2021-03-27,0.030000,-1.1312,2.6623,0
2021-03-28,0.030000,-1.1312,2.6620,0
2021-03-29,0.038171,-1.0670,2.6617,0
2021-03-30,0.142785,-0.2477,2.6614,0
2021-03-31,0.210057,0.2614,2.6611,0
2021-04-01,0.256456,0.6042,2.6608,0
2021-04-02,0.279249,0.7569,2.6605,0
2021-04-03,0.272423,0.6929,2.6602,0
2021-04-04,0.127106,-0.4063,2.6599,0
2021-04-05,0.120090,-0.4535,2.6596,0
2021-04-06,0.238701,0.4519,2.6593,0
2021-04-07,0.165018,-0.1058,2.6590,0
2021-04-08,0.091952,-0.6391,2.6547,0
2021-04-09,0.067697,-0.7984,2.6504,0
2021-04-10,0.281235,0.9357,2.6461,0
2021-04-11,0.292160,1.0686,2.6418,0
2021-04-12,0.294494,1.1015,2.6375,0
2021-04-13,0.296670,1.1432,2.6332,0
2021-04-14,0.303861,1.2262,2.6289,0
2021-04-15,0.268741,0.9612,2.6246,0
2021-04-16,0.345188,1.5897,2.6203,0
2021-04-17,0.196485,0.3311,2.6160,0
2021-04-18,0.150072,-0.0553,2.6117,0
2021-04-19,0.030000,-1.1370,2.6074,0
2021-04-20,0.030000,-1.1028,2.6031,0
2021-04-21,0.030000,-1.0890,2.5988,0
2021-04-22,0.030000,-1.0618,2.5945,0
2021-04-23,0.067618,-0.6525,2.5902,0
2021-04-24,0.054432,-0.7857,2.5859,0
2021-04-25,0.070258,-0.6153,2.5816,0
2021-04-26,0.030000,-1.0185,2.5773,0
2021-04-27,0.030000,-1.0185,2.5730,0
2021-04-28,0.030000,-1.0022,2.5691,0
2021-04-29,0.030000,-0.9934,2.5651,0
2021-04-30,0.030000,-0.9911,2.5611,0
2021-05-01,0.053705,-0.7572,2.5571,0
2021-05-02,0.106387,-0.2284,2.5531,0
2021-05-03,0.143808,0.1357,2.5491,0
2021-05-04,0.129571,-0.0284,2.5452,0
2021-05-05,0.098893,-0.3626,2.5412,0
2021-05-06,0.229609,0.9761,2.5372,0
2021-05-07,0.115102,-0.2403,2.5332,0
2021-05-08,0.152075,0.1544,2.5292,0
2021-05-09,0.156651,0.1981,2.5252,0
2021-05-10,0.222442,0.9164,2.5213,0
2021-05-11,0.116056,-0.2070,2.5173,0
2021-05-12,0.090156,-0.4725,2.5133,0
2021-05-13,0.044501,-0.9358,2.5093,0
2021-05-14,0.090328,-0.4155,2.5053,0
2021-05-15,0.040276,-0.9480,2.5014,0
2021-05-16,0.093126,-0.3744,2.4974,0
2021-05-17,0.133283,0.0568,2.4934,0
2021-05-18,0.091175,-0.4065,2.4930,0
2021-05-19,-0.043884,-1.7992,2.4925,0
2021-05-20,0.030000,-0.9965,2.4921,0
2021-05-21,0.016545,-1.1045,2.4917,0
2021-05-22,-0.004448,-1.2893,2.4913,0
2021-05-23,-0.001374,-1.2252,2.4908,0
2021-05-24,-0.016350,-1.3570,2.4904,0
2021-05-25,0.030000,-0.8873,2.4900,0
2021-05-26,0.030000,-0.8873,2.4896,0
2021-05-27,0.030000,-0.8873,2.4891,0
2021-05-28,0.030000,-0.8849,2.4887,0
2021-05-29,0.030375,-0.8572,2.4883,0
2021-05-30,0.030000,-0.8323,2.4879,0
2021-05-31,0.030000,-0.8045,2.4874,0
2021-06-01,0.030000,-0.7786,2.4870,0
2021-06-02,0.030000,-0.7529,2.4866,0
2021-06-03,0.030000,-0.7328,2.4862,0
2021-06-04,0.040566,-0.6056,2.4857,0
2021-06-05,0.030000,-0.6906,2.4853,0
2021-06-06,0.030000,-0.6672,2.4849,0
2021-06-07,0.030000,-0.6538,2.4835,0
2021-06-08,0.021015,-0.7382,2.4821,0
2021-06-09,-0.010239,-1.0466,2.4808,0
2021-06-10,-0.000766,-0.9248,2.4794,0
2021-06-11,0.017388,-0.7001,2.4780,0
2021-06-12,0.001406,-0.8803,2.4766,0
