symbol,policy,block,scenario,sessions,trades,days,mean_bp,median_bp,sd_bp,win_rate,profit_factor,payoff,mean_gross_bp,mean_funding_bp,mean_risk_bp,median_risk_bp,mean_R,total_return,ann_return,sharpe_daily_ann,max_drawdown,mar,exposure_days,long_trades,short_trades,long_mean_bp,short_mean_bp,best1_share,best5_share,best10_share,mean_bars_held,flagged_trades,exit_reasons
BTCUSDT,CORE_NY_R15_STOP,development,gross,752,744,1096,13.029037996477511,-37.112604724631936,166.30210108458382,0.3346774193548387,1.264416781007678,2.513599624894782,13.029037996477511,0.09046436011640695,84.64437182903832,64.91944978081284,0.27111075774276183,1.3810444765824341,0.33497945057288603,1.2322756200903573,-0.23944028954249086,1.3990103804708307,0.6788321167883211,348,396,16.04630221095832,10.377502777691346,0.08398154793642872,0.37363465450069855,0.6973798925163133,190.05510752688173,0,"{""stop"": 460, ""time"": 284}"
BTCUSDT,CORE_NY_R15_STOP,development,db,752,744,1096,1.5183527856257992,-48.39901016412912,166.34283234016934,0.3225806451612903,1.0266334445031442,2.1559302334566026,13.029037996477511,0.09046436011640695,84.64437182903832,64.91944978081284,0.05781672365619394,0.011552386618018273,0.003832554601756577,0.1437090923777293,-0.39514959565987773,0.009698996642920576,0.6788321167883211,348,396,3.5600838162320585,-0.27589569581606255,0.712663428000134,3.1596015942984956,5.879932902392832,190.05510752688173,0,"{""stop"": 460, ""time"": 284}"
BTCUSDT,CORE_NY_R15_STOP,validation,gross,497,495,731,9.746905169944064,-37.242785510683134,135.2365943222981,0.30303030303030304,1.2344850186514016,2.8393155428982237,9.746905169944064,0.08729238414954561,68.99860435389316,57.816631453765055,0.24691346535353406,0.5495702324339136,0.24444448959448262,1.1325050122920557,-0.11845453184453747,2.0636145007545794,0.6771545827633378,232,263,10.789001907827624,8.82764112740039,0.16800419696164,0.6520165912639239,1.1463051434516125,176.4020202020202,1,"{""stop"": 326, ""time"": 169}"
BTCUSDT,CORE_NY_R15_STOP,validation,db,497,495,731,-1.7660149705915285,-48.77096122140267,135.25605058949807,0.2909090909090909,0.9644659738347783,2.350885811222272,9.746905169944064,0.08729238414954561,68.99860435389316,57.816631453765055,0.00955345035565146,-0.12348425492695192,-0.06369139879942742,-0.2053326031680977,-0.21484746417272427,-0.29644938582204267,0.6771545827633378,232,263,-1.2800711568775254,-2.1946802359209925,-0.9122121795391113,-3.5231270486833033,-6.185408391567509,176.4020202020202,1,"{""stop"": 326, ""time"": 169}"
BTCUSDT,CORE_NY_R15_STOP,lockbox,gross,421,418,621,5.411874247466876,-41.44614721634875,134.51996743181311,0.3349282296650718,1.116888647912739,2.2178217437124386,5.411874247466876,0.01878461267284332,78.90823248849004,66.69122296584834,0.09436644222050063,0.2080990750560312,0.11752367712718725,0.6306737275297426,-0.16150095768220118,0.7276964719828369,0.6731078904991948,201,217,1.6285473433853037,8.91624617244566,0.3883850179712375,1.2578445101506952,2.096960482455992,193.86124401913875,0,"{""stop"": 250, ""time"": 168}"
BTCUSDT,CORE_NY_R15_STOP,lockbox,db,421,418,621,-6.167110654946471,-53.0460926050545,134.56535633735655,0.3181818181818182,0.8860248115466234,1.898624596171336,5.411874247466876,0.01878461267284332,78.90823248849004,66.69122296584834,-0.09350937607526828,-0.25552985650442805,-0.15923089281344738,-0.7183862439861138,-0.3109660917852033,-0.5120522687838085,0.6731078904991948,201,217,-10.17092535683113,-2.458508096979577,-0.3363348576892777,-1.0812732372849867,-1.796330442993292,193.86124401913875,0,"{""stop"": 250, ""time"": 168}"
BTCUSDT,CORE_NY_R30_CLOSE,development,gross,752,683,1096,16.41424110908325,-35.53573055086094,173.51941110220355,0.4172767203513909,1.304561379577832,1.8218085230595689,16.41424110908325,0.08787381431347849,119.31958249375066,97.5806705328409,0.2089446029061353,1.7713538905485726,0.40420125538865137,1.424662992285395,-0.2529594421207285,1.5978895747079507,0.6231751824817519,338,345,17.36652501054555,15.48127890996946,0.07227814028718117,0.3246196808104657,0.6067585705901274,229.12445095168374,0,"{""time"": 366, ""stop"": 317}"
BTCUSDT,CORE_NY_R30_CLOSE,development,db,752,683,1096,4.901665831664398,-47.91751437103837,173.55481228110662,0.3923865300146413,1.0807285152826667,1.673516171053383,16.41424110908325,0.08787381431347849,119.31958249375066,97.5806705328409,0.06685153085687986,0.2631296307532802,0.08089901318809134,0.42600347228465923,-0.3327475640601655,0.24312428376925294,0.6231751824817519,338,345,4.615319131246632,5.1822025990302105,0.23946766915627135,1.0743402436398506,2.0020872146567634,229.12445095168374,0,"{""time"": 366, ""stop"": 317}"
BTCUSDT,CORE_NY_R30_CLOSE,validation,gross,497,461,731,21.740843058657354,-24.610271674697582,145.89852930875952,0.44251626898047725,1.5147682468825319,1.9083109776902487,21.740843058657354,0.09507408308632452,98.64870319918583,84.79775441427358,0.26425617908606064,1.5936184989857538,0.6094220164348458,2.25247736577635,-0.11507734929276037,5.295759940424568,0.6306429548563611,220,241,20.577459021105476,22.802853383393504,0.0734417068787664,0.30530607364401935,0.5358424437873005,236.44685466377442,1,"{""time"": 250, ""stop"": 211}"
BTCUSDT,CORE_NY_R30_CLOSE,validation,db,497,461,731,10.237135577914692,-36.439243922296605,145.95101001878493,0.41431670281995664,1.2097259598547427,1.7100838175957098,21.740843058657354,0.09507408308632452,98.64870319918583,84.79775441427358,0.10693481393237085,0.5271961012706214,0.23543989152047318,1.063625545458529,-0.1651471105393466,1.4256373650835337,0.6306429548563611,220,241,8.311595700219694,11.994889823113445,0.15381367636249393,0.6357304131832955,1.1117629382405905,236.44685466377442,1,"{""time"": 250, ""stop"": 211}"
BTCUSDT,CORE_NY_R30_CLOSE,lockbox,gross,421,387,621,2.9476798976394134,-31.75579390773186,131.61116184511096,0.4263565891472868,1.0601869899900438,1.426433404713877,2.9476798976394134,0.026240813465303464,111.64119352824007,98.38422584712133,0.023782574844826668,0.08434720936671747,0.048746725322097006,0.3379204223389873,-0.17290312241067873,0.28193085609127405,0.6231884057971014,194,193,-3.892892919545294,9.823696097296581,0.6941443810133252,2.2312954271449246,3.6459358863195495,242.38501291989664,0,"{""time"": 228, ""stop"": 159}"
BTCUSDT,CORE_NY_R30_CLOSE,lockbox,db,421,387,621,-8.622105922351512,-43.337375547265374,131.64704264842004,0.4005167958656331,0.8453189444643548,1.2652515813918088,2.9476798976394134,0.026240813465303464,111.64119352824007,98.38422584712133,-0.10656776913025252,-0.3071864233414897,-0.1940271316605321,-0.9874579959201555,-0.3423741609417751,-0.5667107912782261,0.6231884057971014,194,193,-15.767090454908,-1.4401007445486154,-0.23382687667909863,-0.7452503668492388,-1.2118040062386444,242.38501291989664,0,"{""time"": 228, ""stop"": 159}"
