symbol,time_utc,price,field,inside_bar,dist_to_range_pct,dist_to_close_pct
ETHUSDT,2026-05-16 10:35:54+00:00,2172.0,entry_price,True,0.0,0.07044198895028546
ETHUSDT,2026-05-17 10:34:36+00:00,2194.45,card_mark_price,True,0.0,0.04329102964295464
ETHUSDT,2026-05-17 10:34:36+00:00,2194.45,price_ref,True,0.0,0.04329102964295464
ETHUSDT,2026-05-17 10:34:36+00:00,2173.61,entry_price,False,0.8699812753897825,0.9150675604179164
ETHUSDT,2026-05-28 17:49:03+00:00,2021.86,price_ref,True,0.0,0.17014036580177794
ETHUSDT,2026-05-28 17:49:03+00:00,2021.86,card_mark_price,True,0.0,0.17014036580177794
ETHUSDT,2026-05-28 17:49:03+00:00,1988.23,entry_price,False,1.4621044848935956,1.5184359958354945
ETHUSDT,2026-05-29 02:49:14+00:00,1988.23,entry_price,False,0.37772289926215735,0.5170427968595168
ETHUSDT,2026-05-29 09:40:35+00:00,1988.23,entry_price,False,1.1044999823964046,1.2040860463829663
ETHUSDT,2026-05-29 09:40:35+00:00,2015.08,card_mark_price,True,0.0,0.14441114000435987
ETHUSDT,2026-05-29 09:40:35+00:00,2015.08,price_ref,True,0.0,0.14441114000435987
ETHUSDT,2026-06-06 09:10:39+00:00,1578.0,entry_price,True,0.0,0.14702154626108596
ETHUSDT,2026-06-18 08:40:04+00:00,1750.0,price_ref,True,0.0,0.0005714285714280517
ETHUSDT,2026-06-18 08:40:04+00:00,1750.0,entry_price,True,0.0,0.0005714285714280517
ETHUSDT,2026-06-18 15:58:18+00:00,1750.0,entry_price,False,2.8954285714285755,3.930857142857141
ETHUSDT,2026-07-02 12:19:14+00:00,1660.0,entry_price,True,0.0,0.20060240963854983
ETHUSDT,2026-07-02 12:19:14+00:00,1656.0,price_ref,True,0.0,0.44263285024154153
ETHUSDT,2026-07-02 12:22:21+00:00,1662.0,entry_price,True,0.0,0.08002406738868395
ETHUSDT,2026-07-02 15:07:26+00:00,1697.0,price_ref,True,0.0,0.1956393635827894
ETHUSDT,2026-07-02 15:07:26+00:00,1702.0,entry_price,True,0.0,0.4888366627497025
ETHUSDT,2026-07-02 23:54:22+00:00,1699.37,card_mark_price,True,0.0,0.03118802850469292
ETHUSDT,2026-07-02 23:54:22+00:00,1702.0,entry_price,False,0.11750881316098707,0.12338425381903109
ETHUSDT,2026-07-02 23:54:22+00:00,1699.37,price_ref,True,0.0,0.03118802850469292
ETHUSDT,2026-07-04 01:13:31+00:00,1750.0,entry_price,True,0.0,0.13600000000000623
ETHUSDT,2026-07-05 09:51:48+00:00,1753.36,price_ref,True,0.0,0.22870374595063142
