ts,idx,entry,oi_chg_4h,px_chg_4h,ret_30d,regime,ret_30d_backonly,regime_backonly,r_outcome,exit_kind,window_span_h,resolved
2023-01-26 01:00:00+00:00,8659,23158.6,-0.03529435165139605,-0.018424722272848637,0.3775077553269215,bull_30d,0.3634917725523119,bull_30d,-1.0900000000000003,stop,4.0,True
2023-01-27 01:00:00+00:00,8683,22640.0,-0.025466508321213555,-0.018787786855050115,0.3947638914081868,bull_30d,0.3775077553269215,bull_30d,1.410000000000004,target,4.0,True
2023-01-30 09:00:00+00:00,8763,23192.9,-0.03802605160372796,-0.022786164820487342,0.3798797890866876,bull_30d,0.43003517817989056,bull_30d,-1.0899999999999999,stop,4.0,True
2023-02-03 20:00:00+00:00,8870,23336.6,-0.02249176912939821,-0.007557103549754807,0.3908419971381243,bull_30d,0.4095408946913697,bull_30d,-1.09,stop,4.0,True
2023-02-09 19:00:00+00:00,9013,22027.3,-0.052643980018546865,-0.02550456117997857,0.2504245845956119,bull_30d,0.337000646487708,bull_30d,-1.0899999999999996,stop,4.0,True
2023-02-10 22:00:00+00:00,9040,21560.5,-0.02775737860987537,-0.006254551488279136,0.20533907235290494,bull_30d,0.2504245845956119,bull_30d,0.4243665499408632,tif,4.0,True
2023-02-12 22:00:00+00:00,9088,21782.3,-0.022578430767208335,-0.008087468522170016,0.09269631904919629,flat_30d,0.15995859433060833,bull_30d,-1.0899999999999999,stop,4.0,True
2023-02-16 23:00:00+00:00,9185,23526.6,-0.03794774713533344,-0.05435909803448702,0.11337425287138725,bull_30d,0.14839793659708422,bull_30d,1.41,target,4.0,True
2023-02-19 19:00:00+00:00,9253,24512.5,-0.04994121414407071,-0.016735058985868245,0.07081739191830949,flat_30d,0.16938243712117274,bull_30d,-1.09,stop,4.0,True
2023-02-22 15:00:00+00:00,9321,23707.8,-0.03203512245938034,-0.018570647944230245,0.054911819003103046,flat_30d,0.07658359979915974,flat_30d,1.4100000000000037,target,4.0,True
2023-02-24 19:00:00+00:00,9373,23172.3,-0.021329932519849826,-0.0070659719246525254,0.004986860706139407,flat_30d,0.05751434102017905,flat_30d,-1.09,stop,4.0,True
2023-02-27 05:00:00+00:00,9431,23377.8,-0.022471950073105984,-0.007059123343527096,0.020164321186657785,flat_30d,0.02069100052020101,flat_30d,0.5693862553362571,tif,4.0,True
2023-02-28 20:00:00+00:00,9470,23259.9,-0.027648797489391308,-0.007971237013153054,-0.025724190511493106,flat_30d,0.020164321186657785,flat_30d,1.4100000000000041,target,4.0,True
2023-03-01 20:00:00+00:00,9494,23406.6,-0.03900038112768367,-0.011804341768624882,0.035052739056700366,flat_30d,-0.025724190511493106,flat_30d,-1.0899999999999996,stop,4.0,True
2023-03-03 01:00:00+00:00,9523,22138.0,-0.06939175077847948,-0.053931623931623984,-0.0584576485461441,flat_30d,0.014606780452779855,flat_30d,0.9143816062878283,tif,4.0,True
2023-03-06 20:00:00+00:00,9614,22340.8,-0.026770250115601302,-0.00775469234390691,-0.03968253968253965,flat_30d,-0.04291623798810651,flat_30d,-1.0900000000000003,stop,4.0,True
