fire_ts,fire_dt,entry_ts,entry_dt,exit_ts,exit_dt,date,year,z,premium_bp,entry_px,exit_px,sl_px,atr,risk_frac,gross_ret,net_ret,R,reason,bars_held,hours_held
1700510400,2023-11-20 20:00,1700510400,2023-11-20 20:00,1700575200,2023-11-21 14:00,2023-11-20,2023,4.165946173537416,13.61192738994969,2034.98,1995.125780037622,1995.125780037622,19.927109981188988,0.019584575751298773,-0.01958457575129879,-0.02138457575129879,-1.0919090626653298,SL,18,18
1700856000,2023-11-24 20:00,1700856000,2023-11-24 20:00,1701014400,2023-11-26 16:00,2023-11-24,2023,2.0779260898762635,8.562094316969514,2090.61,2058.261779742279,2058.261779742279,16.17411012886061,0.015473101275570873,-0.01547310127557081,-0.017273101275570812,-1.1163309131080141,SL,44,44
1701201600,2023-11-28 20:00,1701201600,2023-11-28 20:00,1701270000,2023-11-29 15:00,2023-11-28,2023,2.60896982736666,10.277990555885825,2062.66,2032.1445802323212,2032.1445802323212,15.25770988383928,0.014794207367030224,-0.014794207367030254,-0.016594207367030253,-1.121669242247573,SL,19,19
1703268000,2023-12-22 18:00,1703268000,2023-12-22 18:00,1703296800,2023-12-23 02:00,2023-12-22,2023,2.269819346424909,7.606131315344969,2327.07,2277.1003959733384,2277.1003959733384,24.98480201333092,0.021473184745908733,-0.021473184745908685,-0.023273184745908684,-1.0838254791405781,SL,8,8
1703714400,2023-12-27 22:00,1703714400,2023-12-27 22:00,1703811600,2023-12-29 01:00,2023-12-27,2023,2.1019890186188457,9.979997716441739,2364.73,2326.971150290549,2326.971150290549,18.879424854725528,0.01596750990999017,-0.01596750990999022,-0.01776750990999022,-1.1127289107786222,SL,27,27
1704182400,2024-01-02 08:00,1704182400,2024-01-02 08:00,1704193200,2024-01-02 11:00,2024-01-02,2024,2.1804777921755,9.849618172752939,2426.49,2390.411902284645,2390.411902284645,18.039048857677564,0.014868430414036378,-0.014868430414036302,-0.016668430414036303,-1.1210618706800857,SL,3,3
1704362400,2024-01-04 10:00,1704362400,2024-01-04 10:00,1704535200,2024-01-06 10:00,2024-01-04,2024,2.085861601320373,10.349218633993953,2222.39,2235.94,2177.762396570694,22.313801714652964,0.02008090543482734,0.006097039673504732,0.004297039673504732,0.2139863507375597,TIME,48,48
1706385600,2024-01-27 20:00,1706385600,2024-01-27 20:00,1706468400,2024-01-28 19:00,2024-01-27,2024,2.0282328952779967,0.044024935722552797,2271.44,2251.467846197143,2251.467846197143,9.986076901428545,0.008792727874325137,-0.008792727874325126,-0.010592727874325126,-1.2047146261919477,SL,23,23
1706558400,2024-01-29 20:00,1706558400,2024-01-29 20:00,1706731200,2024-01-31 20:00,2024-01-29,2024,2.25580605427173,2.040940395854719,2302.86,2287.98,2270.663088099289,16.098455950355728,0.0139812719404182,-0.0064615304447513565,-0.008261530444751357,-0.5908997750675495,TIME,48,48
1707429600,2024-02-08 22:00,1707429600,2024-02-08 22:00,1707602400,2024-02-10 22:00,2024-02-08,2024,2.0880559968450756,2.7637071625374046,2424.28,2495.99,2396.0057489446604,14.13712552766998,0.01166294778463707,0.0295799165112939,0.0277799165112939,2.381894956941056,TIME,48,48
1707616800,2024-02-11 02:00,1707616800,2024-02-11 02:00,1707717600,2024-02-12 06:00,2024-02-11,2024,2.0861625177565255,5.946252264762994,2505.78,2481.2977514910835,2481.2977514910835,12.241124254458429,0.009770310445816015,-0.009770310445815935,-0.011570310445815935,-1.184231607581184,SL,28,28
1707940800,2024-02-14 20:00,1707940800,2024-02-14 20:00,1708113600,2024-02-16 20:00,2024-02-14,2024,2.191420295613075,9.948412956813035,2764.26,2781.65,2717.5356128225776,23.362193588711346,0.016903036319818935,0.00629101459341736,0.00449101459341736,0.2656927730878512,TIME,48,48
1709002800,2024-02-27 03:00,1709002800,2024-02-27 03:00,1709175600,2024-02-29 03:00,2024-02-27,2024,2.201751198210423,10.072872882832081,3216.56,3407.15,3150.904158881206,32.82792055939691,0.02041181918533894,0.05925274205984037,0.05745274205984037,2.8146801389023945,TIME,48,48
1709240400,2024-02-29 21:00,1709240400,2024-02-29 21:00,1709413200,2024-03-02 21:00,2024-02-29,2024,2.023581534370917,9.110623883575732,3347.74,3408.19,3237.6955423507725,55.02222882461354,0.032871267675873006,0.018056957828266315,0.016256957828266316,0.4945643711878708,TIME,48,48
1709413200,2024-03-02 21:00,1709413200,2024-03-02 21:00,1709449200,2024-03-03 07:00,2024-03-02,2024,2.325035252018494,12.11786901551882,3408.19,3364.057757227045,3364.057757227045,22.066121386477487,0.012948879837378484,-0.012948879837378528,-0.014748879837378527,-1.1390081630693745,SL,10,10
1709586000,2024-03-04 21:00,1709586000,2024-03-04 21:00,1709665200,2024-03-05 19:00,2024-03-04,2024,2.4617843987921035,14.551446765724602,3580.4,3507.110415991415,3507.110415991415,36.64479200429258,0.020469663727121317,-0.02046966372712135,-0.022269663727121348,-1.0879350058699362,SL,22,22
1709834400,2024-03-07 18:00,1709834400,2024-03-07 18:00,1710007200,2024-03-09 18:00,2024-03-07,2024,2.161116988546713,15.59648163997696,3879.08,3889.37,3779.1221147811,49.97894260944979,0.025768451596486688,0.0026526908442207854,0.0008526908442207854,0.033090495989950855,TIME,48,48
1710007200,2024-03-09 18:00,1710007200,2024-03-09 18:00,1710108000,2024-03-10 22:00,2024-03-09,2024,2.5965903790335596,25.50541604424386,3889.37,3835.0997474848123,3835.0997474848123,27.135126257593736,0.013953481544617116,-0.013953481544617155,-0.015753481544617157,-1.1290000631200485,SL,28,28
1711778400,2024-03-30 06:00,1711778400,2024-03-30 06:00,1711951200,2024-04-01 06:00,2024-03-30,2024,2.1850460863726684,7.229397645445766,3499.6,3542.3,3451.8483555208018,23.87582223959899,0.013644886409646239,0.012201394445079516,0.010401394445079516,0.762292490593858,TIME,48,48
1711962000,2024-04-01 09:00,1711962000,2024-04-01 09:00,1711983600,2024-04-01 15:00,2024-04-01,2024,2.149895176937602,7.260030565576618,3539.93,3488.5099624389936,3488.5099624389936,25.710018780503024,0.014525721571049725,-0.01452572157104977,-0.01632572157104977,-1.1239181125148034,SL,6,6
1713034800,2024-04-13 19:00,1713034800,2024-04-13 19:00,1713038400,2024-04-13 20:00,2024-04-13,2024,3.0869509357274496,10.987942434851314,3085.2,2979.8464208719424,2979.8464208719424,52.67678956402876,0.034148054948806406,-0.034148054948806364,-0.03594805494880637,-1.0527116406102326,SL,1,1
1713528000,2024-04-19 12:00,1713528000,2024-04-19 12:00,1713700800,2024-04-21 12:00,2024-04-19,2024,2.108403331178657,10.09781654880539,3099.68,3157.61,3011.1365884167226,44.27170579163856,0.02856533951352305,0.018689025963970568,0.01688902596397057,0.5912419124574093,TIME,48,48
1715799600,2024-05-15 19:00,1715799600,2024-05-15 19:00,1715860800,2024-05-16 12:00,2024-05-15,2024,2.3256857253769403,6.182717486179447,3024.56,2975.1119209210124,2975.1119209210124,24.72403953949379,0.01634885043741489,-0.01634885043741489,-0.01814885043741489,-1.110099484174168,SL,17,17
1717192800,2024-05-31 22:00,1717192800,2024-05-31 22:00,1717365600,2024-06-02 22:00,2024-05-31,2024,5.330507742248329,20.71409247874205,3770.38,3782.3,3716.1677478566967,27.106126071651722,0.014378458442730824,0.003161485049252349,0.0013614850492523491,0.09468922239996191,TIME,48,48
1719342000,2024-06-25 19:00,1719342000,2024-06-25 19:00,1719414000,2024-06-26 15:00,2024-06-25,2024,2.0996459605798714,-0.2927691866283795,3415.66,3354.940104350995,3354.940104350995,30.359947824502456,0.017776914461335412,-0.017776914461335346,-0.019576914461335346,-1.1012549170957038,SL,20,20
1720144800,2024-07-05 02:00,1720144800,2024-07-05 02:00,1720152000,2024-07-05 04:00,2024-07-05,2024,2.780328565855018,4.12958007972491,2930.08,2831.4452961612365,2831.4452961612365,49.31735191938166,0.033662802325794286,-0.033662802325794335,-0.03546280232579434,-1.0534714841200488,SL,2,2
1721070000,2024-07-15 19:00,1721070000,2024-07-15 19:00,1721116800,2024-07-16 08:00,2024-07-15,2024,2.2485407686651806,11.215502055197193,3406.0,3346.9951957469266,3346.9951957469266,29.502402126536772,0.017323782810649897,-0.01732378281064986,-0.01912378281064986,-1.1039034037585256,SL,13,13
1721433600,2024-07-20 00:00,1721433600,2024-07-20 00:00,1721584800,2024-07-21 18:00,2024-07-20,2024,2.167440570633431,7.202502223879489,3484.9,3430.993697888055,3430.993697888055,26.95315105597258,0.015468536288543475,-0.015468536288543437,-0.017268536288543437,-1.116365244029786,SL,42,42
1722826800,2024-08-05 03:00,1722826800,2024-08-05 03:00,1722999600,2024-08-07 03:00,2024-08-05,2024,2.95319919267894,9.0802172333891,2312.72,2507.27,2150.825463885249,80.9472680573753,0.07000178842002085,0.0841217267978831,0.0823217267978831,1.1759946232222076,TIME,48,48
1723006800,2024-08-07 05:00,1723006800,2024-08-07 05:00,1723039200,2024-08-07 14:00,2024-08-07,2024,2.072159117745235,6.826047558789978,2505.11,2412.147988751767,2412.147988751767,46.481005624116484,0.037108953797730625,-0.03710895379773064,-0.03890895379773064,-1.04850581371308,SL,9,9
1724130000,2024-08-20 05:00,1724130000,2024-08-20 05:00,1724151600,2024-08-20 11:00,2024-08-20,2024,2.883214874129346,8.084917716400527,2684.01,2640.100229572228,2640.100229572228,21.954885213886218,0.01635976409468386,-0.01635976409468385,-0.01815976409468385,-1.1100260364136243,SL,6,6
