asset,entry_ts,entry_dt,exit_ts,exit_dt,year,z,premium_bp,entry_px,exit_px,stop_px,atr,R_unit,bars_held,exit_reason,ret_gross,ret_net,trade_R,diag_nostop_net,diag_nostop_R
BTC,1588154400,2020-04-29 10:00,1588327200,2020-05-01 10:00,2020,2.126242851004971,26.230923385232543,8108.75,8900.0,7986.586310117905,61.08184494104777,122.16368988209554,48,TimeStop,0.09757977493448436,0.09577977493448436,6.357488470998021,0.09577977493448436,6.357488470998022
BTC,1591041600,2020-06-01 20:00,1591106400,2020-06-02 14:00,2020,2.8909048800472084,14.541753760327191,9668.71,9548.191569566097,9548.191569566097,60.2592152169505,120.518430433901,18,SL,-0.012464789039479085,-0.014264789039479085,-1.144406776103394,-0.010816714742711125,-0.8677816133471632
BTC,1591574400,2020-06-08 00:00,1591660800,2020-06-09 00:00,2020,3.0322888903342426,12.170672163274688,9761.17,9607.08167051429,9607.08167051429,77.04416474285537,154.08832948571074,24,SL,-0.01578584631613939,-0.01758584631613939,-1.1140261956154762,-0.00038623505174079824,-0.02446717420186157
BTC,1591747200,2020-06-10 00:00,1591880400,2020-06-11 13:00,2020,2.343716302407885,10.639418842207656,9774.97,9661.063271410632,9661.063271410632,56.95336429468352,113.90672858936703,37,SL,-0.011652898023151687,-0.013452898023151687,-1.1544680127144173,-0.04861651196883461,-4.172053327184752
BTC,1593612000,2020-07-01 14:00,1593702000,2020-07-02 15:00,2020,2.9879009174974054,8.376254403771641,9216.53,9135.201645769326,9135.201645769326,40.66417711533698,81.32835423067397,25,SL,-0.008824183747101614,-0.010624183747101614,-1.2039848728888143,-0.015894241542098973,-1.801213800349486
BTC,1594587600,2020-07-12 21:00,1594699200,2020-07-14 04:00,2020,2.5045492552078654,10.161328639612826,9260.6,9191.57598187753,9191.57598187753,34.512009061235005,69.02401812247001,31,SL,-0.007453514688299981,-0.00925351468829998,-1.2414968072479449,-0.0038776191607455004,-0.5202403594685829
BTC,1595109600,2020-07-18 22:00,1595152800,2020-07-19 10:00,2020,2.3607131714216285,9.39471211917927,9164.73,9121.764383479001,9121.764383479001,21.48280826049925,42.9656165209985,12,SL,-0.004688148643876916,-0.006488148643876916,-1.383946870445517,-0.001792362022667366,-0.382317660726972
BTC,1595325600,2020-07-21 10:00,1595401200,2020-07-22 07:00,2020,2.1435239787985423,8.90068038854862,9347.6,9280.834515604567,9280.834515604567,33.38274219771643,66.76548439543286,21,SL,-0.00714252689411542,-0.00894252689411542,-1.2520116517143314,0.013538696563823784,1.8955051572823793
BTC,1595520000,2020-07-23 16:00,1595566800,2020-07-24 05:00,2020,3.2269056268072083,20.032684358911077,9619.28,9526.326592922667,9526.326592922667,46.47670353866694,92.95340707733388,13,SL,-0.009663239564430331,-0.01146323956443033,-1.1862729354890058,-0.0021919212248734245,-0.2268308893988009
BTC,1595696400,2020-07-25 17:00,1595869200,2020-07-27 17:00,2020,2.4934743967136668,20.137296936880997,9688.49,10872.57,9600.662525381145,43.91373730942685,87.8274746188537,48,TimeStop,0.12221512330610858,0.12041512330610858,13.283323049682224,0.12041512330610858,13.283323049682224
BTC,1595883600,2020-07-27 21:00,1595890800,2020-07-27 23:00,2020,2.629107177678651,24.745845556705333,11088.73,10781.572546052352,10781.572546052352,153.57872697382413,307.15745394764826,2,SL,-0.027699966898612177,-0.029499966898612177,-1.0649820271117414,0.016196650653411287,0.5847173288218891
BTC,1596204000,2020-07-31 14:00,1596340800,2020-08-02 04:00,2020,2.3238073544672697,22.37472687448352,11244.83,11071.548390876533,11071.548390876533,86.64080456173328,173.28160912346655,38,SL,-0.01540989140106762,-0.01720989140106762,-1.1168080911897509,-0.011356391692893457,-0.7369546869166588
BTC,1597028400,2020-08-10 03:00,1597053600,2020-08-10 10:00,2020,2.1469407586891758,21.8662048062353,12009.4,11841.408490428932,11841.408490428932,83.99575478553399,167.99150957106798,7,SL,-0.013988334935223041,-0.015788334935223042,-1.12867864605297,-0.05413483771046016,-3.86999867826634
BTC,1597366800,2020-08-14 01:00,1597539600,2020-08-16 01:00,2020,3.276586554349931,26.381013818626222,11781.2,11890.57,11581.986183611156,99.60690819442289,199.21381638884577,48,TimeStop,0.009283434624656145,0.007483434624656145,0.4425588626238244,0.007483434624656145,0.44255886262382443
