fid,bar_ts,entry_ts,i0,entry,entry_close_on_path,P0,OI_E,OI_0,ledger_px_chg_4h,ledger_oi_chg_4h,shape,S,T,C,hours_to_spike,hours_to_top,hours_spike_to_top,top_runup_pct,top_after_48h,fall_24h_after_top_pct,n_false_tops,max_pct_7d,min_pct_7d,first_PR_ge_1_min
BTC:1712023200,1712023200,1712026800,2236500,67025.7,67025.7,69756.0,79863.914,84218.778,-0.0391407190779288,-0.0538466640753793,spike_reversal,3770,3782,3907,62.833333333333336,63.03333333333333,0.2,3.437487411545126,True,-4.851744634694799,0.0,8.74992726670516,-3.7682560570049928,7930
BTC:1717354800,1717354800,1717358400,2325360,67765.3,67765.3,68189.8,76358.506,78005.945,-0.0062252712282482,-0.0207094525717516,spike_reversal,629,1069,1127,10.483333333333333,17.816666666666666,7.333333333333333,3.8479870966408924,False,-2.583665018778536,3.0,6.461566613001035,-0.2344857914006293,311
BTC:1717621200,1717621200,1717624800,2329800,71177.2,71177.2,71660.0,82699.782,84526.496,-0.006737370918225,-0.0220737535544227,no_spike,-1,-1,-1,,,,,,,,1.3583001298168584,-7.273677525949318,2272
BTC:1717783200,1717783200,1717786800,2332500,69186.5,69186.5,71466.0,84278.391,86370.099,-0.0318962863459547,-0.026110581264471,no_spike,-1,-1,-1,,,,,,,,1.4976910235378282,-5.975298649302974,-1
BTC:1718078400,1718078400,1718082000,2337420,68040.0,68040.0,69454.6,83902.978,85781.452,-0.0203672614916795,-0.0213044782823598,spike_reversal,1891,2044,2269,31.516666666666666,34.06666666666667,2.55,2.9218106995884785,False,-4.385388701662196,1.0,2.9218106995884785,-5.107289829512052,1897
BTC:1722110400,1722110400,1722114000,2404620,67758.8,67758.8,68662.1,85107.477,87056.738,-0.0131557292887924,-0.0231318671964283,spike_reversal,22,22,177,0.36666666666666664,0.36666666666666664,0.0,2.1269562034746725,False,-3.125722543352605,0.0,3.4271563250825032,-11.615908191998681,16
BTC:1722265200,1722265200,1722268800,2407200,68067.2,68067.2,69549.9,89355.436,92126.985,-0.021318506568665,-0.0280223699902523,no_spike,-1,-1,-1,,,,,,,,0.03805063231632211,-28.176860514315262,-1
BTC:1728331200,1728331200,1728334800,2508300,62995.9,62995.9,63792.0,84603.209,86870.923,-0.0124780732350031,-0.0243556270977891,spike_no_reversal,9056,9707,-1,150.93333333333334,161.78333333333333,10.85,5.2258956535266465,True,-1.7885590152063702,,5.2258956535266465,-6.501851707809559,9038
BTC:1728514800,1728514800,1728518400,2511360,60606.4,60606.4,61013.7,86927.52,89290.095,-0.0066755499174774,-0.0240417281679958,spike_reversal,2275,3794,5216,37.916666666666664,63.233333333333334,25.316666666666666,4.712703608859781,True,-2.036632599357735,5.0,12.859367987539262,-2.815544232952294,350
BTC:1729011600,1729011600,1729015200,2519640,66784.4,66784.4,67646.7,84601.833,87535.532,-0.0127471110933718,-0.0316654434979976,spike_reversal,1047,1067,2431,17.45,17.783333333333335,0.3333333333333333,2.4191278202694066,False,-2.388888888888885,0.0,4.165044531357642,-1.0310791142841613,976
BTC:1729191600,1729191600,1729195200,2522640,66821.1,66821.1,67561.9,82374.895,83907.073,-0.0109647597240455,-0.0212669096673878,spike_reversal,356,4583,5133,5.933333333333334,76.38333333333334,70.45,4.1078342020709036,True,-3.8813500848115523,7.0,4.1078342020709036,-2.392657409111798,318
BTC:1729288800,1729288800,1729292400,2524260,68185.1,68185.1,68873.8,86851.538,89270.919,-0.0099994482662492,-0.027403874937662,spike_reversal,2963,2963,3513,49.38333333333333,49.38333333333333,0.0,2.0252225192894047,True,-3.8813500848115523,0.0,2.0252225192894047,-4.345230849555115,2750
BTC:1730473200,1730473200,1730476800,2544000,69381.0,69381.0,70024.8,85137.39,90219.052,-0.0091938855948179,-0.0547905726206249,spike_reversal,6275,6428,6429,104.58333333333333,107.13333333333334,2.55,9.044406970207985,True,-3.878867665660801,1.0,10.83726092157795,-3.7056254594197258,14
BTC:1731524400,1731524400,1731528000,2561520,90218.8,90218.8,92608.1,83729.153,87328.996,-0.0258001189960705,-0.0310874705143097,spike_reversal,6418,6420,6704,106.96666666666667,107.0,0.03333333333333333,2.4341933166923013,True,-3.2384388231767702,0.0,5.132189743157745,-3.8847778955162338,6954
