,ret
18397,-0.048566275666412695
18398,0.006960828300999866
18399,0.031847500391738004
18400,0.005567125755678637
18401,0.00427371061842452
18402,-0.027016437983413688
18403,-0.04655241115163555
18404,0.011175864103256883
18405,0.000997818974918241
18406,-0.04998393097400078
18407,0.020642543754027853
18408,-0.006648053166448564
18409,0.04104542606303685
18410,0.04039734595673439
18411,-0.015541114194085326
18412,0.02870987486037535
18413,-0.025722540968392438
18414,0.07964420999823241
18415,-0.06692926122243703
18416,0.015570432568049686
18417,0.01270607806137658
18418,-0.01715180007069117
18419,0.004691741952113748
18420,0.00834755801082121
18421,0.0035929040657680655
18422,-0.0009793488250369187
18423,0.011519141093873309
18424,-0.061163378856853856
18425,0.019905392008965128
18426,0.0008673943199934975
18427,-0.013853614459103047
18428,-0.017470179859774677
18429,0.0
18430,0.0
18431,0.0
18432,0.0
18433,0.0
18434,0.0
18435,0.0
18436,0.0
18437,0.0
18438,0.0
18439,0.0
18440,0.0
18441,0.0
18442,0.0
18443,0.0
18444,0.0
18445,0.0
18446,0.0
18447,0.0
18448,0.0
18449,0.0
18450,0.0
18451,0.0
18452,0.0
18453,0.0
18454,0.0
18455,0.0
18456,0.0
18457,0.0
18458,0.0
18459,0.0
18460,0.0
18461,0.0
18462,0.0
18463,0.0
18464,0.0
18465,0.0
18466,0.0
18467,0.0
18468,0.0
18469,0.0
18470,0.0
18471,0.0
18472,0.01584272942993814
18473,-8.287892560088217e-05
18474,0.021248494316466804
18475,0.04108434946618855
18476,-0.06184302064964742
18477,0.013409385485961378
18478,-0.0024813254413399433
18479,0.04940506452393989
18480,0.0014942643238644582
18481,-0.014302280305310222
18482,0.014419241295023477
18483,-0.006778949122596689
18484,0.018083015456680895
18485,-0.04211245009635989
18486,0.015120153650606483
18487,0.0186495888650704
18488,-0.0016519524617996106
18489,0.007810865827589497
18490,0.004944146333232036
18491,0.031074636890269458
18492,-0.02736881703882288
18493,-0.015941384728853314
18494,0.008418838938661244
18495,-0.027182573996819448
18496,0.01141411145625737
18497,-0.001271546845740712
18498,0.008591078567976362
18499,-0.03658262542346913
18500,0.012635155790295949
18501,-0.011434000818397072
18502,0.017345402360732898
18503,-0.005298037375150777
18504,0.021395728529266078
18505,-0.005264209523223928
18506,0.023388108169356325
18507,-0.044743444246210906
18508,-0.11762698662039442
18509,0.0
18510,0.0
18511,0.0
18512,0.0
18513,0.0
18514,0.0
18515,0.0
18516,0.0
18517,0.0
18518,0.0
18519,0.0
18520,0.0
18521,0.0
18522,0.0
18523,0.0
18524,0.0
18525,0.0
18526,0.0
18527,0.0
18528,0.0
18529,0.0
18530,0.0
18531,0.0
18532,0.0
18533,0.0
18534,0.0
18535,0.0
18536,0.0
18537,0.0
18538,0.0
18539,0.0
18540,0.0
18541,0.0
18542,0.0
18543,0.0
18544,0.0
18545,0.0
18546,0.0
18547,0.0
18548,0.0
18549,0.0
18550,0.0
18551,0.0
18552,0.0
18553,0.012755474870270511
18554,0.021588018575797507
18555,0.013489376222719507
18556,0.07312936450828245
18557,0.014674953994066264
18558,-0.003504640467840603
18559,0.01459869829692173
18560,-0.006322582908586449
18561,0.0017929468724360298
18562,0.04474191687371998
18563,-0.027116851725961233
18564,0.014269131037809801
18565,0.007758793671083675
18566,0.017027898024350785
18567,-0.002139076209121904
18568,-0.015414744032263838
18569,0.034994985006682855
18570,0.008591274807412841
18571,0.1022347976281126
18572,-0.0006478503555480408
18573,-0.048884718278399464
18574,0.04432357287948019
18575,-0.009479098681107079
18576,-0.002035436160697679
18577,0.025300692086988485
18578,0.03874079968171884
18579,0.0017702091719422608
18580,-0.015333288400620093
18581,-0.007059540958716193
18582,0.04741304756533182
18583,0.05658934626175016
18584,0.006610651110061427
18585,0.0015020150629045936
18586,0.04790533185192003
18587,0.0025799127021437496
18588,-0.015471187673093079
18589,-0.0025213921907981662
18590,0.043119011324041834
18591,-0.023011470244535204
18592,-0.08385227716488652
18593,-0.000580192857272066
18594,0.033859174585985974
18595,0.02624965786956457
18596,0.08308390601259585
18597,-0.047264223413334916
18598,0.023401595313818913
18599,0.011341854781976135
18600,-0.03971702047688441
18601,0.026655557056854073
18602,0.011058270305614348
18603,-0.009943489984193699
18604,-0.04397111687335986
18605,0.01185159879524833
18606,-0.015460097684733665
18607,-0.011947653828097482
18608,0.04281089544385752
18609,0.019475040526480303
18610,0.005118646737234167
18611,0.007953556088940328
18612,0.098272816981813
18613,0.06850735299631783
18614,0.013608274013078736
18615,0.030908726602182357
18616,-0.015367978906547508
18617,-0.03137044073207507
18618,0.04802350029995983
18619,-0.024275969003968445
18620,0.021368102627496777
18621,0.04143713230955948
18622,0.07206564135434457
18623,-0.007991804748278653
18624,0.03035386653658856
18625,0.011284957833276321
18626,0.05442906700748584
18627,0.0016654233998740775
18628,0.014108187665241134
18629,0.09704998245924479
18630,0.025536440206810118
18631,-0.03064662023239373
18632,0.061297251436522426
18633,0.08305947092640165
18634,0.0724222559217782
18635,0.029177364331963496
18636,-0.012187179744330034
18637,-0.04834836767509265
18638,-0.07196719687171849
18639,-0.03822200981966406
18640,0.09750423185763579
18641,0.04744593322483692
18642,-0.06136954105940806
18643,-0.020337366658846334
18644,-0.004622033405769388
18645,0.02240276695076915
18646,-0.02019531400358221
18647,-0.011792767589197228
18648,-0.24390720966404128
18649,0.0
18650,0.0
18651,0.0
18652,0.0
18653,0.0
18654,0.0
18655,0.0
18656,0.0
18657,0.0
18658,0.0
18659,0.0
18660,0.0
18661,0.0
18662,0.0
18663,0.0
18664,0.0
18665,0.0
18666,0.0
18667,0.0
18668,-0.03700416253307581
18669,0.07056685498301851
18670,-0.014215488129855847
18671,-0.0028318206041328953
18672,0.03020124193885998
18673,-0.013724173125208128
18674,0.025512876974229215
18675,0.060778553103842725
18676,-0.01088091242257494
18677,0.08444578934913083
18678,-0.0011592673416090937
18679,0.02806852790923675
18680,-0.05784676399359889
18681,-0.09607864417158285
18682,0.016060215581599868
18683,-0.05238866902057715
18684,-0.016927912871998907
18685,-0.0036830494370082567
18686,-0.09736182237724335
18687,0.0
18688,0.0
18689,0.0
18690,0.0
18691,0.0
18692,0.0
18693,0.0
18694,0.0
18695,0.0
18696,0.0
18697,0.0
18698,0.0
18699,0.0
18700,-0.03537133133695125
18701,-0.07236731461515838
18702,0.0
18703,0.0
18704,0.0
18705,0.0
18706,0.0
18707,0.0
18708,0.0
18709,0.0
18710,0.0
18711,0.0
18712,0.0
18713,0.0
18714,0.0
18715,0.0
18716,0.0
18717,0.0
18718,0.0
18719,0.0
18720,0.0
18721,0.0
18722,0.0
18723,0.0
18724,0.0
18725,0.0
18726,0.0
18727,0.0
18728,0.0
18729,0.0
18730,0.0
18731,0.0
18732,0.0
18733,0.0
18734,0.0
18735,0.0
18736,0.0
18737,0.0
18738,0.0
18739,0.0
18740,0.0
18741,0.0
18742,0.0
18743,0.0
18744,0.0
18745,0.0
18746,0.0
18747,0.0
18748,0.0
18749,0.0
18750,0.0
18751,0.0
18752,0.0
18753,0.0
18754,0.0
18755,0.0
18756,0.0
18757,0.0
18758,0.0
18759,0.0
18760,0.0
18761,0.0
18762,0.0
18763,0.0
18764,0.0
18765,0.0
18766,0.0
18767,0.0
18768,0.0
18769,0.0
18770,0.0
18771,0.0
18772,0.0
18773,0.0
18774,0.0
18775,0.0
18776,0.0
18777,0.0
18778,0.0
18779,0.0
18780,0.0
18781,0.0
18782,0.0
18783,0.0
18784,0.0
18785,0.0
18786,0.0
18787,0.0
18788,0.0
18789,0.0
18790,0.0
18791,0.0
18792,0.0
18793,0.0
18794,0.0
18795,0.0
18796,0.0
18797,0.0
18798,0.0
18799,0.0
18800,0.0
18801,0.0
18802,0.0
18803,0.0
18804,0.0
18805,0.0
18806,0.0
18807,0.0
18808,0.0
18809,0.0
18810,0.0
18811,0.0
18812,0.0
18813,0.0
18814,0.0
18815,0.0
18816,0.0
18817,0.0
18818,0.0
18819,0.0
18820,0.0
18821,0.0
18822,0.0
18823,0.0
18824,0.0
18825,0.0
18826,0.0
18827,0.0
18828,0.0
18829,0.0
18830,0.0
18831,0.0
18832,0.0
18833,0.0
18834,0.0
18835,0.0
18836,0.0
18837,0.0
18838,0.0
18839,0.0
18840,0.0
18841,0.0
18842,0.0
18843,0.0
18844,0.0
18845,0.0
18846,0.0
18847,0.0
18848,0.0
18849,0.0
18850,0.0
18851,0.0
18852,0.0
18853,0.0
18854,0.0
18855,0.0
18856,0.0
18857,0.0
18858,0.0
18859,0.0
18860,0.0
18861,0.0
18862,0.0
18863,0.0
18864,0.0
18865,0.0
18866,0.0
18867,0.0
18868,0.0
18869,0.0
18870,0.0
18871,0.0
18872,0.0
18873,0.0
18874,0.0
18875,0.0
18876,0.0
18877,0.0
18878,0.0
18879,0.0
18880,0.0
18881,0.0
18882,0.0
18883,0.0
18884,0.0
18885,0.0
18886,0.0
18887,0.0
18888,0.0
18889,0.0
18890,0.0
18891,0.0
18892,0.0
18893,0.0
18894,0.0
18895,0.0
18896,0.0
18897,0.0
18898,0.0
18899,0.0
18900,0.0
18901,0.0
18902,0.0
18903,0.0
18904,0.0
18905,0.0
18906,0.0
18907,0.0
18908,0.0
18909,0.0
18910,0.0
18911,0.0
18912,0.0
18913,0.0
18914,0.0
18915,0.0
18916,0.0
18917,0.0
18918,0.0
18919,0.0
18920,0.0
18921,0.0
18922,0.0
18923,0.0
18924,0.0
18925,0.0
18926,0.0
18927,0.0
18928,0.0
18929,0.0
18930,0.0
18931,0.0
18932,0.0
18933,0.0
18934,0.0
18935,0.0
18936,0.0
18937,0.0
18938,0.0
18939,0.0
18940,0.0
18941,0.0
18942,0.0
18943,0.0
18944,0.0
18945,0.0
18946,0.0
18947,0.0
18948,0.0
18949,0.0
18950,0.0
18951,0.0
18952,0.0
18953,0.0
18954,0.0
18955,0.0
18956,0.0
18957,0.0
18958,0.0
18959,0.0
18960,0.0
18961,0.0
18962,0.0
18963,0.0
18964,0.0
18965,0.0
18966,0.0
18967,0.0
18968,0.0
18969,0.0
18970,0.0
18971,0.0
18972,0.0
18973,0.0
18974,0.0
18975,0.0
18976,0.0
18977,0.0
18978,0.0
18979,0.0
18980,0.0
18981,0.0
18982,0.0
18983,0.0
18984,0.0
18985,0.0
18986,0.0
18987,0.0
18988,0.0
18989,0.0
18990,0.0
18991,0.0
18992,0.0
18993,0.0
18994,0.0
18995,0.0
18996,0.0
18997,0.0
18998,0.0
18999,0.0
19000,0.0
19001,0.0
19002,0.0
19003,0.0
19004,0.0
19005,0.0
19006,0.0
19007,0.0
19008,0.0
19009,0.0
19010,0.0
19011,0.0
19012,0.0
19013,0.0
19014,0.0
19015,0.0
19016,0.0
19017,0.0
19018,0.0
19019,0.0
19020,0.0
19021,0.0
19022,0.0
19023,0.0
19024,0.0
19025,0.0
19026,0.0
19027,0.0
19028,0.0
19029,0.0
19030,0.0
19031,0.0
19032,0.0
19033,0.0
19034,0.0
19035,0.0
19036,0.0
19037,0.0
19038,0.0
19039,0.0
19040,0.0
19041,0.0
19042,0.0
19043,0.0
19044,0.0
19045,0.0
19046,0.0
19047,0.0
19048,0.0
19049,0.0
19050,0.0
19051,0.0
19052,0.0
19053,0.0
19054,0.0
19055,0.0
19056,0.0
19057,0.0
19058,0.0
19059,0.0
19060,0.0
19061,0.0
19062,0.0
19063,0.0
19064,0.0
19065,0.0
19066,0.0
19067,0.0
19068,0.0
19069,0.0
19070,0.0
19071,0.0
19072,0.0
19073,0.0
19074,0.0
19075,0.0
19076,0.0
19077,0.0
19078,0.0
19079,0.0
19080,0.0
19081,0.0
19082,0.0
19083,0.0
19084,0.0
19085,0.0
19086,0.0
19087,0.0
19088,0.0
19089,0.0
19090,0.0
19091,0.0
19092,0.0
19093,0.0
19094,0.0
19095,0.0
19096,0.0
19097,0.0
19098,0.0
19099,0.0
19100,0.0
19101,0.0
19102,0.0
19103,0.0
19104,0.0
19105,0.0
19106,0.0
19107,0.0
19108,0.0
19109,0.0
19110,-0.01438338070194023
19111,0.028834934868767537
19112,0.025010551581493567
19113,-0.022257034131615505
19114,-0.0014767984589929561
19115,0.02066727302365534
19116,-0.0519773277549469
19117,0.07903829680020158
19118,0.014751195320106825
19119,0.015032583370194197
19120,0.040425525317014155
19121,0.11640059462254393
19122,-0.031280100517649734
19123,0.061680814776365334
19124,0.002549139394872224
19125,-0.00886332124803002
19126,-0.02730524241943111
19127,-0.04128562948328729
19128,0.04643892586044385
19129,-0.019110926186340693
19130,0.05681110122440747
19131,-0.0558555502776914
19132,0.03688154349566264
19133,-0.008357587631386831
19134,-0.0288292840972304
19135,0.03910980215845139
19136,-0.018737407310072562
19137,0.0037913199242747275
19138,0.011536059494654305
19139,0.019572725233593657
19140,-0.01402489713515287
19141,-0.015044780931497082
19142,-0.07690078423787083
19143,-0.002105613435591014
19144,0.06274040094286226
19145,-0.02170011705763586
19146,0.02470756210795655
19147,-0.005516122613274499
19148,-0.001847372291223781
19149,-0.048593863273796334
19150,0.007897530049628454
19151,0.0295759113236711
19152,0.00313990141292253
19153,0.03381110484149241
19154,0.02293354709286577
19155,0.06509022082906779
19156,0.153798392671479
19157,0.015608733953799026
19158,-0.02020698026464096
19159,0.09663642659402438
19160,-0.0033086110646816103
19161,0.07318549539518904
19162,-0.08450939576053496
19163,5.346553903051721e-06
19164,-0.007272810343595726
19165,0.035492522505829016
19166,-0.056140712497855016
19167,-0.006042596611200324
19168,-0.011936326408380493
19169,0.021083988369187567
19170,0.014046440571782393
19171,0.022237852994037355
19172,0.007804237304431916
19173,0.008984739360562877
19174,0.03321647901611702
19175,0.00139991078745616
19176,-0.003273288418677689
19177,-0.04767488634969341
19178,0.003008394151025384
19179,-0.019264634961733806
19180,-0.051567968310453294
19181,0.001397920368018779
19182,0.00013521805068350545
19183,0.0337794434283708
19184,0.04308502301021888
19185,0.0318008616678046
19186,-0.046879389510444236
19187,-0.01749307013091772
19188,-0.011715084482661453
19189,-0.017549654249343627
19190,0.018751061541074532
19191,-0.07858483635090807
19192,-0.04297499440545827
19193,0.007407907637940858
19194,0.003062010997575748
19195,0.020186427288303888
19196,0.010304683790885893
19197,-0.00572845748554518
19198,0.056191230345159826
19199,0.0026385558563929434
19200,0.010021576020841607
19201,0.0
19202,0.0
19203,0.0
19204,0.0
19205,0.0
19206,0.0
19207,0.0
19208,0.0
19209,0.0
19210,0.0
19211,0.0
19212,0.0
19213,0.0
19214,0.0
19215,0.0
19216,0.0
19217,0.0
19218,0.0
19219,0.0
19220,0.0
19221,0.0
19222,0.0
19223,0.0
19224,0.0
19225,0.0
19226,0.0
19227,0.0
19228,0.0
19229,0.0
19230,0.0
19231,0.0
19232,0.0
19233,0.0
19234,0.0
19235,0.0
19236,0.0
19237,0.0
19238,0.0
19239,0.0
19240,0.0
19241,0.0
19242,-0.027461510481600282
19243,-0.0013958546279344564
19244,-0.07050564620606244
19245,0.0
19246,0.0
19247,0.0
19248,0.0
19249,0.0
19250,0.0
19251,0.0
19252,0.0
19253,0.0
19254,0.0
19255,0.0
19256,0.0
19257,0.0
19258,0.0
19259,0.0
19260,0.0
19261,0.0
19262,0.0
19263,0.0
19264,0.0
19265,0.0
19266,0.0
19267,0.0
19268,0.0
19269,0.0
19270,0.0
19271,0.0
19272,0.0
19273,0.0
19274,0.0
19275,0.0
19276,0.0
19277,0.0
19278,0.0
19279,0.0
19280,0.0
19281,0.0
19282,0.0
19283,0.0
19284,0.0
19285,0.0
19286,0.0
19287,0.0
19288,0.0
19289,0.0
19290,0.0
19291,0.0
19292,0.0
19293,0.0
19294,0.0
19295,0.0
19296,0.0
19297,0.0
19298,0.0
19299,0.0
19300,0.0
19301,0.0
19302,0.0
19303,0.0
19304,0.0
19305,0.0
19306,0.0
19307,0.031187588075480832
19308,0.015127434709738652
19309,0.028683541834204962
19310,-0.017735006751439686
19311,-0.016914508654312543
19312,0.014071123044962497
19313,-0.0017884192054620218
19314,-0.00047266566662029774
19315,-1.3772083985674755e-05
19316,0.025175621591456254
19317,0.03064698717401404
19318,-0.028239136344367255
19319,-0.023181819862524877
19320,0.00025055546822250196
19321,0.004627401130794517
19322,0.0038475645406708114
19323,0.0018099992891241756
19324,0.013139746225830473
19325,-0.014162787556336154
19326,-0.0438563894972368
19327,0.010852593039704872
19328,-0.0067955166200655
19329,0.01214199712860553
19330,-0.013058773363655796
19331,0.00814640733790506
19332,-0.007226657471996134
19333,0.014765088103664614
19334,-0.023012905187733468
19335,0.005546879082216072
19336,6.246876561721848e-05
19337,0.0024778878866665854
19338,-0.0073034612131659404
19339,-0.03282252061757718
19340,-0.0016005896020749866
19341,0.025097244027040277
19342,0.041726539120575
19343,-0.008681996041394635
19344,0.0022835486739801736
19345,0.017883035282745152
19346,-0.027780481395326184
19347,0.004195776878659463
19348,0.001344918192356726
19349,0.0
19350,0.0
19351,0.0
19352,0.0
19353,0.0
19354,0.0
19355,0.0
19356,0.0
19357,0.0
19358,0.0
19359,0.0
19360,0.0
19361,0.0
19362,0.0
19363,0.0
19364,0.0
19365,0.0
19366,0.0
19367,0.0
19368,0.0
19369,0.0
19370,0.0
19371,0.05286661679076188
19372,-0.003980926674976515
19373,0.0150516254222266
19374,-0.0023997375582056613
19375,-0.02163918199406567
19376,0.019060358931726196
19377,0.07572375886205074
19378,0.0051325240292035
19379,-0.003321255906125198
19380,0.009184917306239049
19381,-0.012373644259909389
19382,0.01891274158978362
19383,-0.002224107083232396
19384,0.0028036063130034705
19385,-0.0022345342148967218
19386,0.03126058742279336
19387,-0.03858724723383988
19388,0.01309813525276926
19389,0.026271419879585478
19390,-0.010269392474337113
19391,-0.002428376929737852
19392,-0.004483631288969336
19393,-0.016887413811729313
19394,-0.007429933663019583
19395,0.020996796488262248
19396,-0.011938662143520351
19397,-0.05080564386186481
19398,-0.007852690932197315
19399,0.01097608853378862
19400,-0.0036139425638820333
19401,-0.0004393225343538587
19402,0.01955867487646934
19403,0.09568582476270104
19404,-0.033149496074872276
19405,0.04474285772600406
19406,0.002522591602675872
19407,-0.014622878010064233
19408,0.02350220997570851
19409,-0.01570070283630276
19410,-0.011039924489288477
19411,-0.01000777017485166
19412,-0.031533153440656325
19413,-0.0012171510470647684
19414,0.017177475388725716
19415,-0.002664419429544207
19416,-0.014920766947512987
19417,0.021061665219775483
19418,-0.00692582029601807
19419,-0.04734561471993559
19420,-0.0003475835117475734
19421,0.00374419877412957
19422,-0.0009023532516817534
19423,-0.009461847389558242
19424,-0.022187624448372745
19425,-0.043364290867877985
19426,0.0
19427,0.0
19428,0.0
19429,0.0
19430,0.0
19431,0.0
19432,0.0
19433,0.0
19434,0.0
19435,0.0
19436,0.0
19437,0.0
19438,0.0
19439,0.0
19440,0.0
19441,0.0
19442,0.0
19443,0.0
19444,0.0
19445,0.0
19446,0.0
19447,0.0
19448,0.0
19449,0.0
19450,0.0
19451,0.0
19452,0.0
19453,0.0
19454,0.0
19455,0.0
19456,0.0
19457,0.0
19458,0.0
19459,0.0
19460,0.0
19461,0.0
19462,0.0
19463,0.0
19464,0.0
19465,0.0
19466,0.0
19467,0.0
19468,0.0
19469,0.0
19470,0.0
19471,0.0
19472,0.0
19473,0.0
19474,0.0
19475,0.0
19476,0.0
19477,0.0
19478,0.0
19479,0.0
19480,0.0
19481,0.0
19482,0.0
19483,0.0
19484,0.0
19485,0.0
19486,0.0
19487,0.0
19488,0.0
19489,0.0
19490,0.0
19491,0.0
19492,0.0
19493,0.0
19494,0.0
19495,0.0
19496,0.0
19497,0.0
19498,0.0
19499,0.0
19500,0.0
19501,0.0
19502,0.0
19503,0.0
19504,0.0
19505,0.0
19506,0.0
19507,0.0
19508,0.0
19509,0.0
19510,0.0
19511,0.0
19512,0.0
19513,0.0
19514,0.0
19515,0.0
19516,0.0
19517,0.0
19518,0.0
19519,0.0
19520,0.0
19521,0.0
19522,0.0
19523,0.0
19524,0.0
19525,0.0
19526,0.0
19527,0.0
19528,0.0
19529,0.0
19530,0.0
19531,0.0
19532,0.0
19533,0.0
19534,0.0
19535,0.0
19536,0.0
19537,0.0
19538,0.0
19539,0.0
19540,0.0
19541,0.0
19542,0.0
19543,0.0
19544,0.0
19545,0.0
19546,0.0
19547,0.0
19548,0.0
19549,0.0
19550,0.0
19551,0.0
19552,0.0
19553,0.0
19554,0.0
19555,0.0
19556,0.0
19557,0.0
19558,0.0
19559,0.0
19560,0.0
19561,0.0
19562,0.0
19563,0.0
19564,0.0
19565,0.0
19566,0.0
19567,0.0
19568,0.0
19569,0.0
19570,0.0
19571,0.0
19572,0.0
19573,0.0
19574,0.0
19575,0.0
19576,0.0
19577,0.0
19578,0.0
19579,0.0
19580,0.0
19581,0.0
19582,0.0
19583,0.0
19584,0.0
19585,0.0
19586,0.0
19587,0.0
19588,0.0
19589,0.0
19590,0.0
19591,0.0029075485286610414
19592,-0.014458090267116974
19593,0.009558985984038038
19594,0.0045851707693453925
19595,0.0016362234703670708
19596,-0.003243986613558514
19597,-0.0006984200688304742
19598,-0.061115620214395205
19599,0.015021824670934159
19600,0.04978793032524931
19601,0.005232302189833948
19602,-0.002497960670488908
19603,-0.003931268895313478
19604,0.005590421085501895
19605,0.0013134040785224288
19606,0.0012465057129895651
19607,-0.01921781680476853
19608,0.01312131022662355
19609,0.0003431041469674767
19610,0.002316458320544501
19611,0.026278935406888304
19612,-0.026928145511657675
19613,-0.01477935456906132
19614,-0.011468614140797806
19615,-0.0029133501717206745
19616,0.001516165413533943
19617,-0.00021692999999999973
19618,0.0
19619,0.0
19620,0.0
19621,0.0
19622,0.0
19623,0.0
19624,0.0
19625,0.0
19626,0.0
19627,0.0
19628,0.0
19629,0.0
19630,0.0
19631,0.0
19632,0.0
19633,0.0
19634,0.0
19635,0.0
19636,0.0
19637,0.0
19638,-0.0014425529144720395
19639,-0.01171076456860598
19640,-0.007248971733359588
19641,-0.018787796475517426
19642,-0.004312102612340163
19643,0.0038255386939205493
19644,-0.00035440399076769324
19645,-0.0023398218983721065
19646,0.0
19647,0.0
19648,0.0
19649,0.01452731290996745
19650,0.0332708660775638
19651,0.00811485642946308
19652,0.002763642685674972
19653,0.10261012267749958
19654,0.02578591647593509
19655,0.0169007624091575
19656,-0.009983461874620403
19657,-0.007602558704320916
19658,0.005575943835746777
19659,0.013053901000557477
19660,-0.0014817865665446295
19661,0.004787274621149917
19662,0.022565392322177802
19663,-0.013546601591183705
19664,-0.006433880083877019
19665,0.009945910882288134
19666,-0.0014314614054447006
19667,0.00097709691681791
19668,0.010073306323187703
19669,0.006373039781779832
19670,0.030214132209319677
19671,0.016363001752808914
19672,-0.004601139414014854
19673,-0.0017740371667116506
19674,-0.016220534516795504
19675,-0.025004573137704433
19676,0.06489262384747163
19677,-0.044764146208747246
19678,0.012454819789339933
19679,-0.0012514366120863762
19680,0.021651658139197894
19681,0.0023800945720888755
19682,-0.04558573069670091
19683,0.046631590875071405
19684,-0.003049052697874255
19685,0.011242742854936427
19686,0.001779200431038408
19687,-0.008820383545342092
19688,-0.005467130855174918
19689,0.0154706828452289
19690,0.0009458241348827556
19691,-0.0034521527611939273
19692,0.025409845625962824
19693,0.019849534104810163
19694,0.013229540422328379
19695,0.05050602592898157
19696,0.04958717442505667
19697,-0.007048028149456376
19698,-0.011186469570312108
19699,0.02074843655902936
19700,-0.010354986383596998
19701,0.0017365305076681992
19702,-0.05791592552645597
19703,0.005793219467971067
19704,0.033178132182793085
19705,0.0035743752541170792
19706,-0.02514884155318664
19707,0.008052636724105389
19708,-0.02136759919986808
19709,0.03101295116695857
19710,-0.00895053190741213
19711,0.03294872574243679
19712,0.004416641305385882
19713,0.0024449520995490914
19714,-0.006069725424980743
19715,-0.016261438793872096
19716,0.013598734633590404
19717,-0.024490472192000512
19718,0.021640629392459365
19719,-0.01991970775187457
19720,-0.011672136108276221
19721,0.0017431736790995966
19722,0.0034005469351414686
19723,0.04483939155577654
19724,0.017369122139089255
19725,-0.04675916542427505
19726,0.030478772082679795
19727,-0.00013567045894657959
19728,-0.03524764149996456
19729,0.0
19730,0.0
19731,0.0
19732,0.0
19733,0.0
19734,0.0
19735,0.0
19736,0.0
19737,0.0
19738,0.0
19739,0.0
19740,0.0
19741,0.0
19742,0.0
19743,0.0
19744,0.0
19745,0.0
19746,0.0
19747,0.0
19748,0.0
19749,0.0
19750,0.0
19751,0.0
19752,0.0
19753,0.0
19754,0.0
19755,0.0
19756,0.0
19757,0.0
19758,0.0
19759,0.0
19760,0.0
19761,0.0
19762,0.0
19763,0.0
19764,0.0
19765,0.0
19766,0.0
19767,0.0
19768,0.0018149689462463314
19769,0.004705281418658558
19770,-0.00923699224792518
19771,0.009585683458475325
19772,-0.0069611856456185395
19773,0.009349928044047662
19774,-0.007834658340927003
19775,-0.010819220824005882
19776,-0.010611947102289299
19777,0.016239704478250294
19778,0.0031149029382824267
19779,0.05311581448263403
19780,0.04700873606531397
19781,0.09458295215029322
19782,-0.020840561185672013
19783,0.02056109684484042
19784,-0.006421437490282567
19785,0.018176148396896963
19786,0.08130909844524137
19787,-0.0662561793261438
19788,0.03687825044280779
19789,0.011337735667442228
19790,0.01946959415424332
19791,0.002775519239201163
19792,0.009406810711886537
19793,0.04527851721999632
19794,-0.008686272251904659
19795,0.02267815838910625
19796,-0.02303838069662678
19797,-0.026461942143979122
19798,-0.06042056205876711
19799,0.04736324902225286
19800,-0.011455624132592601
19801,-0.08390165417862072
19802,0.09530768162693293
19803,-0.034481462477213065
